Código;CódigoAux;CódigoBarras;Nombre;Descatalogado;FechaA;FechaV;RedondeoUnitario;Multiproveedor;CODPROV;Proveedor;PrecioLista;Desc1;Desc2;Desc3;Desc4;PrecioCompra;PrecioVenta;PrecioVenta2;PrecioVenta3;PrecioVenta4;RecargoMínimo;Moneda;CuentaC;CuentaV;IVA;IVAEsp;Exento;NoGravado;ImpIntAlic;ImpIntMonto;Garantía;Ubicación;Clasificación;Subclasificación;Servicio;MateriaPrima;PermitirCaract;RequerirDetalle;ControlarStock;ControlarStockGrupo;*Imagen;Descrip;CantBulto;Unidad;StockI;StockA;StockM;StockI2;StockA2;StockM2;StockI3;StockA3;StockM3;StockI4;StockA4;StockM4;AlmPredet;Grupo;PrecioVFijoGrupo;RecargoFijoGrupo;FechaÚltimaActPrecioC;FechaÚltimaActPrecioV;FechaÚltimaActPrecioV2;FechaÚltimaActPrecioV3;FechaÚltimaActPrecioV4;CP1;CP2;CP3;CP4
A-1047;;213601;MATAFUEGO POLVO 50 KG;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;10;YUKON;0;0;0;0;0;0;4272,7273;4272,7273;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1048;;813208;MATAFUEGO K 10 LTS PARA COCINAS ACERO IN;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;10;YUKON;0;0;0;0;0;0;186776,8595;186776,8595;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1049;;410713;MATAFUEGO K 6 LTS PARA COCINAS ACERO INO;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;10;YUKON;0;0;0;0;0;0;294214,876;294214,876;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-105;;109;ACOPLE RAPIDO UNION DOBLE 1/2 A 1/2;FALSO;06/03/2025 11:32:39 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;1958,6777;1958,6777;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1050;;338597;MECHERO BUNSEN BASE LIVIANA;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;2;CASA JARSE;0;0;0;0;0;0;21074,3802;21074,3802;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1051;;502292;MEDIA LUNA KUSHIRO;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;3;COMPRANDO EN GRUPO;0;0;0;0;0;0;7024,7934;7024,7934;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1052;;612856;MEDIDOR AGUA 3/4;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;85;ML;0;0;0;0;0;0;1735,5372;1735,5372;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1053;;967421;MEDIDOR AGUA 1/2;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;85;ML;0;0;0;0;0;0;1611,5702;1611,5702;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1054;;903522;"MEDIDOR AGUA 1""""";FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;85;ML;0;0;0;0;0;0;3719,0083;3719,0083;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1055;;853421;MEMBRANA OSMOSIS 4 X 40 ESPA 4;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;404958,6777;404958,6777;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1056;;432703;MEMBRANA OSMOSIS 100 GPD;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;39669,4215;39669,4215;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1057;;530296;MEMBRANA OSMOSIS 50 GPD;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;9090,9091;9090,9091;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1058;;856833;MEMBRANA OSMOSIS 4 X 40 LG BW 4040R;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;407438,0165;407438,0165;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1059;;197997;MEMBRANA OSMOSIS 4 X 40 LG BW ES;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;407438,0165;407438,0165;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-106;;110;ACOPLE RAPIDO UNION DOBLE 3/8 A 1/4;FALSO;06/03/2025 11:32:39 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;2023,9669;2023,9669;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1060;;490308;MEMBRANA OSMOSIS 8X40;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;6446,281;6446,281;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1061;;230993;MEMBRANA HIDRANAUTICS 4X40 ESPA 1 2600 G;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;425619,8347;425619,8347;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1062;;770412;MEMBRANA HYDRANAUTICS CPA2-4040 ALTA;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;421487,6033;421487,6033;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1063;;651843;MEMBRANA OSMOSIS 4 X 40 TORAY TMG-10 BAJ;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;454545,4545;454545,4545;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1064;;591801;MEMBRANA HYDRANAUTIC ESPA 2 4040 1900 GP;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;404958,6777;404958,6777;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1065;;981494;MEMBRANA HYDRANAUTIC ESPA 3 4040 3000 GP;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;421487,6033;421487,6033;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1066;;785753;MEMBRANA HYDRANAUTIC ESPA 4 4 X40;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;421487,6033;421487,6033;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1067;;496778;MENSULA PARA JUMBO O BIG BLUE;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;35950,4132;35950,4132;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1068;;414364;MENSULA DOBLE;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;13;EASYWELL WATER SYSTEMS, INC.;0;0;0;0;0;0;8677,686;8677,686;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1069;;143682;MENSULA SIMPLE BLANCO;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;13;EASYWELL WATER SYSTEMS, INC.;0;0;0;0;0;0;5371,9008;5371,9008;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-107;;111;ACOPLE RAPIDO UNION DOBLE 1/2 A 3/8;FALSO;06/03/2025 11:32:39 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;3786,7769;3786,7769;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1070;;829417;MICRO Z;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;5181,8182;5181,8182;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1071;;228158;MOCHILA DE AGUA;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;19;DISTRIBUIDORA TOSI;0;0;0;0;0;0;942,1488;942,1488;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1072;;777366;MODULO REFRIGERANTE CAVA VONDOM;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;76;VONDOM;0;0;0;0;0;0;49173,5537;49173,5537;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1073;;846067;MOLDE PLANCHETTA (EL PAR );FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;51;PLANCHETTA;0;0;0;0;0;0;5991,7355;5991,7355;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1074;;274181;MOTOBOMBA FEMA 7 HP 36.000 LTS /H;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;77;FEMA;0;0;0;0;0;0;15785,124;15785,124;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1075;;319175;CAMBIO MOTOCOMPRESOR BEBEDERO;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;48;ALKA;0;0;0;0;0;0;1331,8595;1331,8595;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1076;;644660;NIPLE 1/2 ACERO INOX;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;5619,8347;5619,8347;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1077;;484149;NIPLE 1/8 BRONCE ROSCA C/TUERCA 1/8;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;3966,9421;3966,9421;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1078;;386298;NIPLE 3/8 PLASTICO;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;2479,3388;2479,3388;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1079;;130277;NIPLE BRONCE 1/2 BRONCE PARA REGADOR;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;4049,5868;4049,5868;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-108;;112;ACOPLE RAPIDO TEE 1/4;FALSO;06/03/2025 11:32:39 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;2807,438;2807,438;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1080;;596188;NIPLE 1/4 BRONCE;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;2479,3388;2479,3388;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1081;;605029;NIPLE CON TUERCA BOMBA DOSIFICADORA;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;47;ACQUATRON;0;0;0;0;0;0;3966,9421;3966,9421;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1082;;668044;NIPLE CANILLA BACOPE;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;42;BACOPE;0;0;0;0;0;0;2892,562;2892,562;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1083;;317458;NIPLE CANILLA TRIA;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;29;TRIA;0;0;0;0;0;0;2644,6281;2644,6281;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1084;;644693;NIPLE P/CANILLA IBBL;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;4;LIVORE HNOS;0;0;0;0;0;0;3181,8182;3181,8182;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1085;;442531;NIPLE CANILLA USHUAIA;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;9;USHUAIA;0;0;0;0;0;0;2892,562;2892,562;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;09/04/2025 07:25:24 p.?m.;;;;;;;
A-1086;;719570;NIPLE / SALIDA CALDERA PARA IBBL;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;4;LIVORE HNOS;0;0;0;0;0;0;2727,2727;2727,2727;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1087;;402621;NITROGENO GASEOSO  M3;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;25;GASES NEA;0;0;0;0;0;0;15000;15000;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1088;;157447;"ORING CARCAZA 10 """"";FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;3719,0083;3719,0083;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1089;;757876;CACEROLA OLLA CON TEFLON 22 CM.HUDSON;FALSO;03/06/2025;;FALSO;FALSO;73;BAZAR;0;0;0;0;0;0;32561,9835;32561,9835;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Bazar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-109;;113;ACOPLE RAPIDO TEE 3/8;FALSO;06/03/2025 11:32:39 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;2938,0165;2938,0165;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1090;;816892;OLLA CON TEFLON 24 CM;FALSO;06/03/2025 11:32:49 a.?m.;;FALSO;FALSO;73;BAZAR;0;0;0;0;0;0;33884,2975;33884,2975;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1091;;184448;CACEROLA OLLA CON TEFLON 20 CM HUDSON;FALSO;03/06/2025;;FALSO;FALSO;73;BAZAR;0;0;0;0;0;0;30578,5124;30578,5124;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Bazar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1092;;720165;OLLA CACEROLA 28 CM C/TAPA HUDSON;FALSO;03/06/2025;;FALSO;FALSO;73;BAZAR;0;0;0;0;0;0;46115,7025;46115,7025;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Bazar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1093;;575438;CACEROLA OLLA C/ CERAMICA 20 CM HUDSON C;FALSO;03/06/2025;;FALSO;FALSO;73;BAZAR;0;0;0;0;0;0;32231,405;32231,405;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Bazar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1094;;430837;OSMOSIS INVERSA 11 LTS/HORA 5 ETAPAS;FALSO;06/03/2025 11:32:50 a.?m.;;FALSO;FALSO;6;DERVICH;0;0;0;0;0;0;725206,6116;725206,6116;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1095;;213147;OSMOSIS 2.5X40;FALSO;06/03/2025 11:32:50 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;29752,0661;29752,0661;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1096;;281009;OSMOSIS 4X40 2000 LTS DIA;FALSO;06/03/2025 11:32:50 a.?m.;;FALSO;FALSO;36;AQUAREP;0;0;0;0;0;0;52892,562;52892,562;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1097;;898414;OXAM SUPER;FALSO;06/03/2025 11:32:50 a.?m.;;FALSO;FALSO;30;AXEL QUIMICA SRL;0;0;0;0;0;0;5454,5455;5454,5455;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1098;;587849;OZONIZADOR PARA AGUA;FALSO;06/03/2025 11:32:50 a.?m.;;FALSO;FALSO;89;PABLO;0;0;0;0;0;0;2272,7273;2272,7273;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
